,Item,Facet_1,Facet_2,Prompt_1,Prompt_2,HEXACO_1,HEXACO_2,Idx_1,Idx_2,is_rev_1,is_rev_2,X1,Factor,Pos.Cosine,Neg.Cosine,STS.Cosine,Distinct.Cosine,Prompt,Internal.Consistency,Cos.Diff,ABS.Cosine.Diff,K_Means,H_Cluster,Internal.STS,Internal.Distinct,Cluster.STS,SYNTAX/SEMANTICS,ENTAILMENT,CONTEXT
2313,I have a lot of respect for those who stand up for others.,Forgiveness,Forgiveness,I find it hard to fully forgive someone who has done something mean to me.,"I rarely hold a grudge, even against people who have badly wronged me.",I find it hard to fully forgive someone who has done something mean to me.,"I rarely hold a grudge, even against people who have badly wronged me.",75,3,FALSE,FALSE,4225,Agreeableness,0.288493007,0.264726162,0.283309311,0.074736625,"I find it hard to fully forgive someone who has done something mean to me. I rarely hold a grudge, even against people who have badly wronged me. I",0.316399992,0.023766845,0.023766845,0,66,0.286544472,0.032052577,0.557514071,NA,NA,NA
2314,I wouldn't accept the kind of treatment that the other nobles had.,Modesty,Fairness,I wouldn’t want people to treat me as though I were superior to them.,"I would never accept a bribe, even if it were very large.",I wouldn’t want people to treat me as though I were superior to them.,"I would never accept a bribe, even if it were very large.",48,60,FALSE,TRUE,66,Honesty_Humility,0.3374874,0.179597929,0.210247144,0.053121194,"I wouldn’t want people to treat me as though I were superior to them. I would never accept a bribe, even if it were very large. I",0.293300003,0.15788947,0.15788947,2,78,0.221839741,0.081315607,0.224392384,NA,NA,NA
2315,I don't deserve the respect of the public.,Modesty,Modesty,I think that I am entitled to more respect than the average person is.,I am an ordinary person who is no better than others.,I think that I am entitled to more respect than the average person is.,I am an ordinary person who is no better than others.,72,24,FALSE,FALSE,1098,Honesty_Humility,0.429468274,0.276308417,0.323742092,0.033054352,I think that I am entitled to more respect than the average person is. I am an ordinary person who is no better than others. I,0.292899996,0.153159857,0.153159857,2,341,0.328561932,0.06561923,0.515485764,NA,NA,NA
2316,I try to remain calm in a situation where I feel I have to react.,Dependence,Sentimentality,"When I suffer from a painful experience, I need someone to make me feel comfortable.",I remain unemotional even in situations where most people get very sentimental.,"When I suffer from a painful experience, I need someone to make me feel comfortable.",I remain unemotional even in situations where most people get very sentimental.,17,95,FALSE,FALSE,1515,Emotionality,0.483059645,0.448040962,0.474089295,0.118228704,"When I suffer from a painful experience, I need someone to make me feel comfortable. I remain unemotional even in situations where most people get very sentimental. I",0.303600013,0.035018682,0.035018682,2,61,0.367676288,0.088798553,0.484264672,NA,NA,NA
2317,I can't seem to figure out how to start something new.,Organization,Diligence,"When working, I sometimes have difficulties due to being disorganized.","Often when I set a goal, I end up quitting without having reached it.","When working, I sometimes have difficulties due to being disorganized.","Often when I set a goal, I end up quitting without having reached it.",74,56,FALSE,FALSE,5408,Conscientiousness,0.148586094,0.275758892,0.197414711,0.050308317,"When working, I sometimes have difficulties due to being disorganized. Often when I set a goal, I end up quitting without having reached it. I",0.252799988,-0.127172798,0.127172798,4,1,0.19686231,0.053284138,0.576933861,NA,NA,NA
2318,I have to think about how to react in a situation before acting.,Organization,Prudence,"When working, I sometimes have difficulties due to being disorganized.",I make a lot of mistakes because I don't think before I act.,"When working, I sometimes have difficulties due to being disorganized.",I make a lot of mistakes because I don't think before I act.,74,44,FALSE,TRUE,4975,Conscientiousness,0.282932878,0.265349925,0.278278619,-0.07482028,"When working, I sometimes have difficulties due to being disorganized. I make a lot of mistakes because I don't think before I act. I",0.180999994,0.017582953,0.017582953,2,61,0.251164734,-0.026604712,0.460353881,NA,NA,NA
2319,I often have to start over again.,Organization,Diligence,"When working, I sometimes have difficulties due to being disorganized.","Often when I set a goal, I end up quitting without having reached it.","When working, I sometimes have difficulties due to being disorganized.","Often when I set a goal, I end up quitting without having reached it.",74,56,FALSE,FALSE,5421,Conscientiousness,0.354201555,0.327435851,0.354201496,-0.015077084,"When working, I sometimes have difficulties due to being disorganized. Often when I set a goal, I end up quitting without having reached it. I",0.264899999,0.026765704,0.026765704,1,155,0.28569904,-0.008602649,0.367942452,NA,NA,NA
2320,I think too much before acting.,Organization,Prudence,"When working, I sometimes have difficulties due to being disorganized.",I make a lot of mistakes because I don't think before I act.,"When working, I sometimes have difficulties due to being disorganized.",I make a lot of mistakes because I don't think before I act.,74,44,FALSE,TRUE,4964,Conscientiousness,0.38400045,0.251575381,0.312081784,-0.004920632,"When working, I sometimes have difficulties due to being disorganized. I make a lot of mistakes because I don't think before I act. I",0.248999998,0.13242507,0.13242507,1,182,0.279895663,0.018330932,0.315734953,NA,NA,NA
2321,I have a much more nuanced view of the world.,Gentleness,Patience,People sometimes tell me that I am too critical of others.,People think of me as someone who has a quick temper.,People sometimes tell me that I am too critical of others.,People think of me as someone who has a quick temper.,9,21,TRUE,TRUE,4040,Agreeableness,0.243159711,0.167046338,0.200666144,0.047412008,People sometimes tell me that I am too critical of others. People think of me as someone who has a quick temper. I,0.249500006,0.076113373,0.076113373,0,37,0.222349852,0.052357033,0.376635253,NA,NA,NA
2322,I have a much more complex view of the world.,Gentleness,Patience,People sometimes tell me that I am too critical of others.,People think of me as someone who has a quick temper.,People sometimes tell me that I am too critical of others.,People think of me as someone who has a quick temper.,9,21,TRUE,TRUE,4049,Agreeableness,0.077798054,0.129496217,0.129496217,-0.003531277,People sometimes tell me that I am too critical of others. People think of me as someone who has a quick temper. I,0.243599996,-0.051698163,0.051698163,0,37,0.163614288,0.00067912,0.33700338,NA,NA,NA
2323,I don't think my views on race are extreme.,Flexibility,Gentleness,I find it hard to compromise with people when I really think I’m right.,I generally accept people’s faults without complaining about them.,I find it hard to compromise with people when I really think I’m right.,I generally accept people’s faults without complaining about them.,87,33,TRUE,TRUE,4359,Agreeableness,0.513880372,0.221169591,0.310504615,0.08923243,I find it hard to compromise with people when I really think I’m right. I generally accept people’s faults without complaining about them. I,0.3046,0.292710781,0.292710781,3,37,0.293557793,0.081817001,0.400206715,NA,NA,NA
2324,I try to listen to everyone's point of view.,Flexibility,Flexibility,I find it hard to compromise with people when I really think I’m right.,I am usually quite flexible in my opinions when people disagree with me.,I find it hard to compromise with people when I really think I’m right.,I am usually quite flexible in my opinions when people disagree with me.,87,39,TRUE,TRUE,4596,Agreeableness,0.304278672,0.192245901,0.263794959,0.087411091,I find it hard to compromise with people when I really think I’m right. I am usually quite flexible in my opinions when people disagree with me. I,0.2773,0.112032771,0.112032771,1,37,0.2684066,0.055738539,0.408634961,NA,NA,NA
2325,I think I'm just a person who likes to think.,Unconventionality,Creativity,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,67,85,TRUE,TRUE,5973,Openness to Experience,0.449990273,0.316919088,0.355955034,0.051334202,I think of myself as a somewhat eccentric person. I don't think of myself as the artistic or creative type. I,0.351700008,0.133071184,0.133071184,0,37,0.407425553,0.094898194,0.358603597,NA,NA,NA
2326,I think I'm more of the person that likes to think things through.,Unconventionality,Creativity,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,67,85,TRUE,TRUE,5982,Openness to Experience,0.317269236,0.314589381,0.317269236,0.03547287,I think of myself as a somewhat eccentric person. I don't think of myself as the artistic or creative type. I,0.363099992,0.002679855,0.002679855,0,37,0.342926562,0.068570614,0.293660402,NA,NA,NA
2327,I have a very narrow view of what's interesting.,Inquisitiveness,Aesthetic_Appreciation,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,I would be very bored by a book about the history of science and technology.,I would be quite bored by a visit to an art gallery.,55,1,FALSE,TRUE,6470,Openness to Experience,0.176467031,0.316932023,0.250833362,0.06103614,I would be very bored by a book about the history of science and technology. I would be quite bored by a visit to an art gallery. I,0.315200001,-0.140464991,0.140464991,2,37,0.281855434,0.084028676,0.344053686,NA,NA,NA
2328,I like to think I have a little bit of an outsider's perspective on things.,Inquisitiveness,Unconventionality,I'm interested in learning about the history and politics of other countries.,I think of myself as a somewhat eccentric person.,I'm interested in learning about the history and politics of other countries.,I think of myself as a somewhat eccentric person.,7,67,FALSE,TRUE,6588,Openness to Experience,0.467191458,0.240945727,0.321862131,0.071710512,I'm interested in learning about the history and politics of other countries. I think of myself as a somewhat eccentric person. I,0.324499995,0.226245731,0.226245731,0,37,0.359027475,0.085768938,0.508551002,NA,NA,NA
2329,I like to think I have a unique perspective on the world.,Inquisitiveness,Unconventionality,I'm interested in learning about the history and politics of other countries.,I think of myself as a somewhat eccentric person.,I'm interested in learning about the history and politics of other countries.,I think of myself as a somewhat eccentric person.,7,67,FALSE,TRUE,6589,Openness to Experience,0.42492488,0.179835588,0.271828741,0.08797802,I'm interested in learning about the history and politics of other countries. I think of myself as a somewhat eccentric person. I,0.320499986,0.245089293,0.245089293,0,37,0.371765614,0.10573113,0.444672525,NA,NA,NA
2330,I like to take a long view of things.,Inquisitiveness,Unconventionality,I'm interested in learning about the history and politics of other countries.,I think of myself as a somewhat eccentric person.,I'm interested in learning about the history and politics of other countries.,I think of myself as a somewhat eccentric person.,7,67,FALSE,TRUE,6608,Openness to Experience,0.352285773,0.283560753,0.331998348,0.091587439,I'm interested in learning about the history and politics of other countries. I think of myself as a somewhat eccentric person. I,0.338400006,0.06872502,0.06872502,0,37,0.299677491,0.099255443,0.273219764,NA,NA,NA
2331,I have a very particular way of looking at the world.,Creativity,Inquisitiveness,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,85,55,TRUE,FALSE,6659,Openness to Experience,0.33186692,0.185085863,0.24532634,0.102922216,I don't think of myself as the artistic or creative type. I would be very bored by a book about the history of science and technology. I,0.323100001,0.146781057,0.146781057,1,37,0.316780418,0.08418864,0.416125625,NA,NA,NA
2332,I don't like when people have conventional views.,Aesthetic_Appreciation,Unconventionality,Sometimes I like to just watch the wind as it blows through the trees.,I like people who have unconventional views.,Sometimes I like to just watch the wind as it blows through the trees.,I like people who have unconventional views.,73,43,TRUE,TRUE,6689,Openness to Experience,0.191530347,0.383692235,0.284510255,0.012451559,Sometimes I like to just watch the wind as it blows through the trees. I like people who have unconventional views. I,0.31189999,-0.192161888,0.192161888,2,37,0.237072617,0.054891557,0.437495887,NA,NA,NA
2333,I don't like the typical views of the world.,Aesthetic_Appreciation,Unconventionality,Sometimes I like to just watch the wind as it blows through the trees.,I like people who have unconventional views.,Sometimes I like to just watch the wind as it blows through the trees.,I like people who have unconventional views.,73,43,TRUE,TRUE,6695,Openness to Experience,0.332662344,0.35767898,0.35767895,0.103531718,Sometimes I like to just watch the wind as it blows through the trees. I like people who have unconventional views. I,0.315899998,-0.025016636,0.025016636,2,37,0.311131835,0.108991802,0.508252501,NA,NA,NA
2334,I have a very different view of the world than most people.,Inquisitiveness,Unconventionality,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,31,67,FALSE,TRUE,6725,Openness to Experience,0.329882443,0.116998166,0.202361941,0.059130251,I enjoy looking at maps of different places. I think of myself as a somewhat eccentric person. I,0.305099994,0.212884277,0.212884277,0,37,0.216895297,0.076617807,0.446526706,NA,NA,NA
2335,I like to have my own view of the world.,Inquisitiveness,Unconventionality,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,31,67,FALSE,TRUE,6728,Openness to Experience,0.470845282,0.205201477,0.289699137,0.159393132,I enjoy looking at maps of different places. I think of myself as a somewhat eccentric person. I,0.318699986,0.265643805,0.265643805,0,37,0.371257663,0.117659658,0.427905679,NA,NA,NA
2336,I have a very narrow vision of what I want to see.,Aesthetic_Appreciation,Inquisitiveness,I would be quite bored by a visit to an art gallery.,I’ve never really enjoyed looking through an encyclopedia.,I would be quite bored by a visit to an art gallery.,I’ve never really enjoyed looking through an encyclopedia.,1,79,TRUE,FALSE,6773,Openness to Experience,0.206009835,0.299188107,0.210349143,0.055163175,I would be quite bored by a visit to an art gallery. I’ve never really enjoyed looking through an encyclopedia. I,0.305599988,-0.093178272,0.093178272,1,37,0.2771478,0.061588123,0.307264268,NA,NA,NA
2337,I like to think that I have a unique perspective.,Unconventionality,Unconventionality,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,43,67,TRUE,TRUE,6923,Openness to Experience,0.45257771,0.154229477,0.292325646,0.065112218,I like people who have unconventional views. I think of myself as a somewhat eccentric person. I,0.322600007,0.298348233,0.298348233,0,37,0.384987891,0.090303242,0.428694427,NA,NA,NA
2338,I don't think that my views are particularly extreme.,Unconventionality,Unconventionality,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,43,67,TRUE,TRUE,6935,Openness to Experience,0.193756893,0.33804673,0.254752696,0.024016023,I like people who have unconventional views. I think of myself as a somewhat eccentric person. I,0.313800007,-0.144289836,0.144289836,3,37,0.217221618,0.057865232,0.433341354,NA,NA,NA
2339,I don't think my opinion matters.,Social_Self_Esteem,Social_Boldness,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,I feel that I am an unpopular person.,I rarely express my opinions in group meetings.,52,10,FALSE,TRUE,2922,Extraversion,0.143766373,0.38390848,0.192441255,0.019131765,I feel that I am an unpopular person. I rarely express my opinions in group meetings. I,0.286799997,-0.240142107,0.240142107,3,139,0.301613599,0.040576726,0.324856967,NA,NA,NA
2340,I don't like to be told that my opinion is wrong.,Gentleness,Flexibility,"Even when people make a lot of mistakes, I rarely say anything negative.","When people tell me that I’m wrong, my first reaction is to argue with them.","Even when people make a lot of mistakes, I rarely say anything negative.","When people tell me that I’m wrong, my first reaction is to argue with them.",81,63,TRUE,TRUE,4146,Agreeableness,0.379408538,0.442586094,0.42647019,0.124715865,"Even when people make a lot of mistakes, I rarely say anything negative. When people tell me that I’m wrong, my first reaction is to argue with them. I",0.372599989,-0.063177556,0.063177556,2,139,0.366110623,0.110946238,0.42021203,NA,NA,NA
2341,I know that my opinion is not always right.,Flexibility,Flexibility,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,63,39,TRUE,TRUE,4689,Agreeableness,0.205681533,0.247236267,0.247236177,0.128068328,"When people tell me that I’m wrong, my first reaction is to argue with them. I am usually quite flexible in my opinions when people disagree with me. I",0.302700013,-0.041554734,0.041554734,4,139,0.282000691,0.104209632,0.429712683,NA,NA,NA
2342,I know that my views aren't always correct.,Flexibility,Flexibility,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,63,39,TRUE,TRUE,4700,Agreeableness,0.181426376,0.216470629,0.215612039,0.089416444,"When people tell me that I’m wrong, my first reaction is to argue with them. I am usually quite flexible in my opinions when people disagree with me. I",0.296900004,-0.035044253,0.035044253,4,139,0.252113879,0.068273053,0.415468097,NA,NA,NA
2343,I know that my opinion is not the only one out there.,Flexibility,Flexibility,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,"When people tell me that I’m wrong, my first reaction is to argue with them.",I am usually quite flexible in my opinions when people disagree with me.,63,39,TRUE,TRUE,4706,Agreeableness,0.249321744,0.219058216,0.249321729,0.031364039,"When people tell me that I’m wrong, my first reaction is to argue with them. I am usually quite flexible in my opinions when people disagree with me. I",0.248999998,0.030263528,0.030263528,1,139,0.231102064,0.065679669,0.443657815,NA,NA,NA
2344,I like to think that I'm a little bit different than most people.,Inquisitiveness,Unconventionality,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,31,67,FALSE,TRUE,6719,Openness to Experience,0.456038117,0.172691792,0.3024652,-0.033883303,I enjoy looking at maps of different places. I think of myself as a somewhat eccentric person. I,0.323300004,0.283346325,0.283346325,0,158,0.337857395,0.028985262,0.475345492,NA,NA,NA
2345,I like to think that I'm different.,Inquisitiveness,Unconventionality,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,I enjoy looking at maps of different places.,I think of myself as a somewhat eccentric person.,31,67,FALSE,TRUE,6732,Openness to Experience,0.38226971,0.178376749,0.292171866,-0.004470706,I enjoy looking at maps of different places. I think of myself as a somewhat eccentric person. I,0.349599987,0.203892961,0.203892961,0,158,0.332838356,0.06316036,0.400012195,NA,NA,NA
2346,I like to think I'm not that different from a lot of other people.,Unconventionality,Unconventionality,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,43,67,TRUE,TRUE,6922,Openness to Experience,0.253572345,0.234719202,0.253572315,-0.034385979,I like people who have unconventional views. I think of myself as a somewhat eccentric person. I,0.347499996,0.018853143,0.018853143,3,158,0.244109139,0.039020777,0.365259111,NA,NA,NA
2347,I like to think that I'm a little bit different than the average person.,Inquisitiveness,Unconventionality,I would be very bored by a book about the history of science and technology.,I think of myself as a somewhat eccentric person.,I would be very bored by a book about the history of science and technology.,I think of myself as a somewhat eccentric person.,55,67,FALSE,TRUE,7038,Openness to Experience,0.46774444,0.18794328,0.333394676,-0.063020647,I would be very bored by a book about the history of science and technology. I think of myself as a somewhat eccentric person. I,0.308600008,0.27980116,0.27980116,0,158,0.358388007,0.010499716,0.484671891,NA,NA,NA
2348,I like to think of myself as a thinker.,Sociability,Sociability,I prefer jobs that involve active social interaction to those that involve working alone.,"I avoid making ""small talk"" with people.",I prefer jobs that involve active social interaction to those that involve working alone.,"I avoid making ""small talk"" with people.",64,16,TRUE,TRUE,2600,Extraversion,0.277114034,0.227996141,0.227996141,0.046790421,"I prefer jobs that involve active social interaction to those that involve working alone. I avoid making ""small talk"" with people. I",0.306899995,0.049117893,0.049117893,0,222,0.301705837,0.033463866,0.529943645,NA,NA,NA
2349,I like to think of myself as a person who's open to change.,Social_Boldness,Sociability,I rarely express my opinions in group meetings.,I enjoy having lots of people around to talk with.,I rarely express my opinions in group meetings.,I enjoy having lots of people around to talk with.,10,40,TRUE,TRUE,2650,Extraversion,0.424876869,0.267054558,0.367818266,0.066822559,I rarely express my opinions in group meetings. I enjoy having lots of people around to talk with. I,0.332199991,0.157822311,0.157822311,0,222,0.272008389,0.071729064,0.445551515,NA,NA,NA
2350,I like to think of myself as a person who's open-minded.,Perfectionism,Prudence,People often call me a perfectionist.,"I prefer to do whatever comes to mind, rather than stick to a plan.",People often call me a perfectionist.,"I prefer to do whatever comes to mind, rather than stick to a plan.",86,92,FALSE,TRUE,5741,Conscientiousness,0.134945482,0.189161286,0.189161301,0.005366117,"People often call me a perfectionist. I prefer to do whatever comes to mind, rather than stick to a plan. I",0.297800004,-0.054215804,0.054215804,0,222,0.248323798,0.011114091,0.442895502,NA,NA,NA
2351,I'm more of a natural born thinker.,Creativity,Creativity,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,37,85,TRUE,TRUE,5904,Openness to Experience,0.266332507,0.27632454,0.27632463,0.060824111,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I don't think of myself as the artistic or creative type. I",0.314900011,-0.009992033,0.009992033,0,222,0.303027123,0.101377621,0.442895502,NA,NA,NA
2352,I'm more of a thinker.,Creativity,Creativity,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,37,85,TRUE,TRUE,5909,Openness to Experience,0.297177911,0.223015204,0.249286532,0.09517546,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I don't think of myself as the artistic or creative type. I",0.324900001,0.074162707,0.074162707,1,222,0.319891751,0.104825363,0.388973117,NA,NA,NA
2353,I think I'm more of a thinker.,Creativity,Creativity,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",I don't think of myself as the artistic or creative type.,37,85,TRUE,TRUE,5928,Openness to Experience,0.306888729,0.222077906,0.262129247,0.093641832,"I would enjoy creating a work of art, such as a novel, a song, or a painting. I don't think of myself as the artistic or creative type. I",0.3134,0.084810823,0.084810823,1,222,0.317542136,0.112694651,0.407581389,NA,NA,NA
2354,I think I'm more of the intellectual type.,Unconventionality,Creativity,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,67,85,TRUE,TRUE,5946,Openness to Experience,0.327298731,0.244278982,0.300256431,0.12370944,I think of myself as a somewhat eccentric person. I don't think of myself as the artistic or creative type. I,0.354799986,0.083019748,0.083019748,0,222,0.298162073,0.142003983,0.347659767,NA,NA,NA
2355,I'm more of the intellectual type.,Unconventionality,Creativity,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,I think of myself as a somewhat eccentric person.,I don't think of myself as the artistic or creative type.,67,85,TRUE,TRUE,5980,Openness to Experience,0.325704008,0.227844864,0.294420987,0.127119422,I think of myself as a somewhat eccentric person. I don't think of myself as the artistic or creative type. I,0.354900002,0.097859144,0.097859144,0,222,0.302508146,0.131270826,0.324062645,NA,NA,NA
2356,I like to think I'm an independent thinker.,Creativity,Inquisitiveness,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,I don't think of myself as the artistic or creative type.,I would be very bored by a book about the history of science and technology.,85,55,TRUE,FALSE,6647,Openness to Experience,0.381943375,0.179731131,0.316971481,0.042861,I don't think of myself as the artistic or creative type. I would be very bored by a book about the history of science and technology. I,0.298999995,0.202212244,0.202212244,0,222,0.339552045,0.059580684,0.521696806,NA,NA,NA
2357,I like to think I'm an intellectual.,Unconventionality,Unconventionality,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,43,67,TRUE,TRUE,6937,Openness to Experience,0.388460338,0.244196102,0.319057077,0.070289642,I like people who have unconventional views. I think of myself as a somewhat eccentric person. I,0.323799998,0.144264236,0.144264236,0,222,0.357665211,0.064194173,0.394708753,NA,NA,NA
2358,I like to think that I'm an eccentric thinker.,Unconventionality,Unconventionality,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,I like people who have unconventional views.,I think of myself as a somewhat eccentric person.,43,67,TRUE,TRUE,6941,Openness to Experience,0.493265212,0.187028736,0.253000557,-0.00175637,I like people who have unconventional views. I think of myself as a somewhat eccentric person. I,0.319599986,0.306236476,0.306236476,0,222,0.360867143,0.022322834,0.519079685,NA,NA,NA
2359,I don't think that is the correct way of thinking.,Sincerity,Modesty,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",I wouldn’t want people to treat me as though I were superior to them.,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",I wouldn’t want people to treat me as though I were superior to them.,6,48,TRUE,FALSE,485,Honesty_Humility,0.278039724,0.162803024,0.198418021,-0.019833654,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it. I wouldn’t want people to treat me as though I were superior to them. I",0.228400007,0.1152367,0.1152367,4,387,0.231929675,0.022461504,0.575231135,NA,NA,NA
2360,I feel like I'm not doing my best work.,Liveliness,Social_Boldness,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,Most people are more upbeat and dynamic than I generally am.,I tend to feel quite self-conscious when speaking in front of a group of people.,94,82,FALSE,TRUE,2695,Extraversion,0.223742574,0.316049397,0.22374244,-0.009873301,Most people are more upbeat and dynamic than I generally am. I tend to feel quite self-conscious when speaking in front of a group of people. I,0.291700006,-0.092306823,0.092306823,4,79,0.312791586,-0.004087329,0.508128822,NA,NA,NA
2361,I feel like I'm not good enough.,Social_Self_Esteem,Social_Self_Esteem,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,I think that most people like some aspects of my personality.,I sometimes feel that I am a worthless person.,28,76,FALSE,FALSE,2743,Extraversion,0.25668633,0.270106167,0.25668636,0.013496935,I think that most people like some aspects of my personality. I sometimes feel that I am a worthless person. I,0.32280001,-0.013419837,0.013419837,4,79,0.33347106,0.052525997,0.561425447,NA,NA,NA
2362,I feel like I have a terrible voice.,Social_Self_Esteem,Sociability,I sometimes feel that I am a worthless person.,"I avoid making ""small talk"" with people.",I sometimes feel that I am a worthless person.,"I avoid making ""small talk"" with people.",76,16,FALSE,TRUE,2856,Extraversion,0.120032206,0.23983413,0.151080534,0.074550003,"I sometimes feel that I am a worthless person. I avoid making ""small talk"" with people. I",0.300099999,-0.119801924,0.119801924,4,79,0.234932482,0.080356181,0.425579071,NA,NA,NA
2363,I often feel like I'm not worthy of anything.,Social_Self_Esteem,Sociability,I sometimes feel that I am a worthless person.,"I avoid making ""small talk"" with people.",I sometimes feel that I am a worthless person.,"I avoid making ""small talk"" with people.",76,16,FALSE,TRUE,2862,Extraversion,0.209637269,0.360927671,0.275628537,-0.002057016,"I sometimes feel that I am a worthless person. I avoid making ""small talk"" with people. I",0.336699992,-0.151290402,0.151290402,4,79,0.327038974,-0.000133514,0.572998405,NA,NA,NA
2364,I often feel like I can't speak for anyone else.,Social_Boldness,Social_Self_Esteem,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",I feel that I am an unpopular person.,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",I feel that I am an unpopular person.,58,52,TRUE,FALSE,3111,Extraversion,0.249474466,0.476767182,0.331904173,0.094434202,"When I'm in a group of people, I'm often the one who speaks on behalf of the group. I feel that I am an unpopular person. I",0.382699996,-0.227292717,0.227292717,4,79,0.333711207,0.095803291,0.446754009,NA,NA,NA
2365,I often feel like I can't do anything right.,Social_Boldness,Social_Self_Esteem,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",I feel that I am an unpopular person.,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",I feel that I am an unpopular person.,58,52,TRUE,FALSE,3132,Extraversion,0.289579362,0.40077287,0.308263242,-0.005358666,"When I'm in a group of people, I'm often the one who speaks on behalf of the group. I feel that I am an unpopular person. I",0.314399987,-0.111193508,0.111193508,4,79,0.320566505,-0.003590167,0.439400136,NA,NA,NA
2366,I often feel that I'm not good enough.,Diligence,Prudence,I often push myself very hard when trying to achieve a goal.,I make decisions based on the feeling of the moment rather than on careful thought.,I often push myself very hard when trying to achieve a goal.,I make decisions based on the feeling of the moment rather than on careful thought.,32,20,FALSE,TRUE,5781,Conscientiousness,0.367420018,0.37842226,0.372932732,-0.023248643,I often push myself very hard when trying to achieve a goal. I make decisions based on the feeling of the moment rather than on careful thought. I,0.32190001,-0.011002243,0.011002243,4,79,0.355756491,-0.004729003,0.531870961,NA,NA,NA
2367,I feel like I'm making a mistake if I don't reach my goal.,Diligence,Prudence,"Often when I set a goal, I end up quitting without having reached it.",I make decisions based on the feeling of the moment rather than on careful thought.,"Often when I set a goal, I end up quitting without having reached it.",I make decisions based on the feeling of the moment rather than on careful thought.,56,20,FALSE,TRUE,5151,Conscientiousness,0.383422315,0.3774468,0.383422256,0.040724754,"Often when I set a goal, I end up quitting without having reached it. I make decisions based on the feeling of the moment rather than on careful thought. I",0.280200005,0.005975515,0.005975515,2,97,0.364407986,0.025010705,0.598792076,NA,NA,NA
